load,value,error
700,0.03400565622368074,0.013765881793647142
725,0.05813502090179418,0.01933183737252236
750,0.0759047287079658,0.029507416287392788
775,0.10097975217966285,0.03786863954818824
800,0.14687890699084438,0.03535198089159607
825,0.20226777349292185,0.05618797044314293
850,0.2609397717230566,0.06735646356266443
875,0.3628265952779261,0.08399067207971722
900,0.4592721503778422,0.11656141560586171
925,0.5094444508042332,0.08516607247207818
950,0.6319930954525879,0.08638955965901603
975,0.757626814282713,0.11700135469971161
1000,0.9202421511502287,0.12166773438056701
1025,1.0404326658738543,0.10983967852828917
1050,1.2427211171729735,0.15380835333781862
1075,1.3402086324928235,0.1424758016063936
1100,1.5343926429698742,0.15543923203420204
1125,1.5995511217085991,0.15711044301943608
1150,1.8166672533904538,0.20332316879867168
1175,2.049164083065311,0.24182396937886447
1200,2.305434486278543,0.19847567775299824
