load,value,error
700,0.39507106881737186,0.00265444123655178
725,0.3995837235282094,0.002086292909872011
750,0.404604075785264,0.0029769495399131806
775,0.40798887767136216,0.0015197472783457526
800,0.41489899542959907,0.002394853371586041
825,0.416773539164707,0.0031090777365777775
850,0.42076810550727994,0.002136407102362626
875,0.4275058441817737,0.003369547453609057
900,0.4287470300787913,0.003570313539028895
925,0.43700807198534697,0.0031501146959941073
950,0.4390685056445089,0.0035667354746024876
975,0.44342529057140034,0.0016624516469025902
1000,0.4491303036104113,0.0027892179713081785
1025,0.45170858072620296,0.0029775404251903164
1050,0.45798607875303665,0.0027420024338464556
1075,0.46151634126281477,0.004031658924522589
1100,0.46340830809938727,0.004066934664164757
1125,0.46934364441632503,0.004404721434220419
1150,0.47229534417187297,0.003966490317169744
1175,0.47367157756635186,0.0037466874751084867
1200,0.480411452066286,0.0021337956283081303
1225,0.47841049936653146,0.0014832676114976111
1250,0.48456084549181355,0.00044834194625496923
1275,0.49091331640400304,0.003346124101789061
1300,0.49237579758722055,0.0038465289270780195
1325,0.4932969286027463,0.003492073035898528
1350,0.49783235188192265,0.002166390540899126
1375,0.5007188978061591,0.0025668494864901437
1400,0.5037745390791426,0.0020757580858090856
1425,0.5070446280747912,0.001973955995655556
1450,0.5087682296668266,0.0015013094757511342
1475,0.5158391360567703,0.001573477328084435
1500,0.5159998722796212,0.00336396320509199
1525,0.5198518688532706,0.001473460312581635
1550,0.5201032366478168,0.0016821971855010775
1575,0.5202525953210604,0.0032239520244070168
1600,0.5267024484510284,0.002495794229588585
