load,value,error
700,0.5462963204118024,0.006453166058035497
725,0.5600322907880587,0.010486695645783807
750,0.577158449667872,0.008127146288069204
775,0.5888678913413598,0.00885147491200908
800,0.6000513766357702,0.005684373749990804
825,0.6107494080714291,0.007817308767517633
850,0.623130377453915,0.009703165786932493
875,0.6344107549857844,0.0035098539957393285
900,0.641352551571555,0.0052383133415165395
925,0.6479786163097064,0.007206122143747178
950,0.6584048180820805,0.008923705826178048
975,0.6732492436674907,0.0066628409602702545
1000,0.6752548599286519,0.0071269220848126985
1025,0.6872090074980783,0.01177031453735839
1050,0.6959677852322955,0.007953049628027987
1075,0.7030482005108515,0.006206480871193734
1100,0.7074724645444834,0.00643611253161503
1125,0.714887167532589,0.004510594909683441
1150,0.7249832002730019,0.00525569827402038
1175,0.7217837631746645,0.007777483457463918
1200,0.7349249138902014,0.00425764694613847
1225,0.7359088000878977,0.004001460872509273
1250,0.7381091526516093,0.005982654864400946
1275,0.7408539332154082,0.007674052817165336
1300,0.7463395666233377,0.007370684191104048
1325,0.7504748318791742,0.007380876393575914
1350,0.7546926644156223,0.005084618229177198
1375,0.7595955894186526,0.006298707292775893
1400,0.7610594319186229,0.005987334645266542
1425,0.7667085091580094,0.003337811397376642
1450,0.7700943024168394,0.006646922445493051
1475,0.7759115505151286,0.0038400527006982165
1500,0.7779242692851656,0.004357695627113681
1525,0.7783228587391132,0.005777949921096776
1550,0.7784965406835341,0.00650813024263766
1575,0.7875646465353523,0.0049314868592949005
1600,0.7865161680993065,0.0035019412125941907
