load,value,error
700,0.09821408062973822,0.0373121033702654
725,0.17019686728219194,0.05820351051953663
750,0.2170382522494671,0.08700470862477137
775,0.2831241583868508,0.10579405779974485
800,0.4088514067258554,0.1018290518454228
825,0.5443151800863462,0.14862546615692632
850,0.7085901642812287,0.17846675007687698
875,0.9740142175124922,0.2282692933358724
900,1.2244429892729725,0.2983733064828087
925,1.3141362470501416,0.2125033156817605
950,1.635548228922644,0.19794625269313357
975,1.9558626544145814,0.28073146096235124
1000,2.3220711957186464,0.2822781240817987
1025,2.620118936158737,0.26285473451349933
1050,3.090085163801124,0.3726555202411322
1075,3.3347965396916983,0.3331711073466323
1100,3.784652085559199,0.3704127881925177
1125,3.903876512310043,0.34922425628544984
1150,4.388666624660569,0.45559543349259646
1175,4.90861750910172,0.5387822209264133
1200,5.490030555950221,0.434830115740404
