load,value,error
700,0.5484556269162342,0.006617065913567315
725,0.5630131569374185,0.00644923172877593
750,0.5725379117242886,0.004391973710498284
775,0.5868909871909436,0.006129499857982966
800,0.5991799342832831,0.007395380400321396
825,0.6140951446137277,0.010738423063491534
850,0.6255021194640743,0.0073667175472004204
875,0.6384589788907642,0.008422919181019561
900,0.6513577566120137,0.009262727060507405
925,0.6628432190529225,0.007339471991217108
950,0.6735616404606763,0.008595922384454552
975,0.6844705434254154,0.005821703759916916
1000,0.6967936981760782,0.009693390968987792
1025,0.7060863894677806,0.006403376022512137
1050,0.7143872210510631,0.00789008999209802
1075,0.7238033624472222,0.007438415597544372
1100,0.7309580380890903,0.005079326954658735
1125,0.7402892474378303,0.005877604751675486
1150,0.7434982511009407,0.004687234286111015
1175,0.75061720362617,0.00575125833807317
1200,0.756753231960186,0.005762240658784067
1225,0.7614674479169642,0.005761746099379621
1250,0.7661487946396359,0.005040917652060669
1275,0.7741199448439208,0.006804763723722627
1300,0.7762686176240146,0.006424664787344251
1325,0.7807602667675282,0.004464195771880162
1350,0.7826993748161741,0.00390788297655326
1375,0.7882886959449229,0.004713687844718382
1400,0.7932326045091256,0.004140816575678944
1425,0.7962114862646014,0.004422461206417966
1450,0.7988241302059509,0.004892964505370284
1475,0.8019751105462762,0.005751116564422491
1500,0.8018960776825738,0.004148661610686377
1525,0.8057146959693188,0.004594244959773793
1550,0.8088245301367742,0.004846865161024187
1575,0.8095779926747473,0.004566664303042466
1600,0.8134028125894279,0.004866512724133671
