load,value,error
700,0.0014411090775460795,0.0028245737919903153
725,0.0014411090775460795,0.0028245737919903153
750,0.0014411090775460795,0.0028245737919903153
775,0.0014411090775460795,0.0028245737919903153
800,0.0014411090775460795,0.0028245737919903153
825,0.0014411090775460795,0.0028245737919903153
850,0.0014411090775460795,0.0028245737919903153
875,0.0014411090775460795,0.0028245737919903153
900,0.0014411090775460795,0.0028245737919903153
925,0.0014411090775460795,0.0028245737919903153
950,0.0014411090775460795,0.0028245737919903153
975,0.0014411090775460795,0.0028245737919903153
1000,0.0014411090775460795,0.0028245737919903153
1025,0.0014411090775460795,0.0028245737919903153
1050,0.00433667898646197,0.005888252342043718
1075,0.011448846131463858,0.013908723465197052
1100,0.027283945187100412,0.034187708985595346
1125,0.03735066091114841,0.03948501720405418
1150,0.07018085541648283,0.06490657496302052
1175,0.10612864318370227,0.07447064267670297
1200,0.14154552289581668,0.06798925514076407
1225,0.2636763912058581,0.1287789863211775
1250,0.3392675218737655,0.10499360101395581
1275,0.4338900852836858,0.15529891245518618
1300,0.5253530645601604,0.15773927899026347
1325,0.7120702819175063,0.1837094597556822
1350,0.8120580826984775,0.21204800507199195
1375,0.9577236294266326,0.20276721416601387
1400,1.1510092289159453,0.20967323829950607
1425,1.3228498926324532,0.21564798686606065
1450,1.4959051597389075,0.21648962108922432
1475,1.6215919122189502,0.2985125597421907
1500,1.824924409463796,0.25539344473360565
1525,2.0691918641495493,0.2599493626787191
1550,2.1842418475562715,0.25718620355829513
1575,2.448262441393312,0.2614367585234632
1600,2.6659580739116993,0.30099298856816753
