load,value,error
700,0.0,0.0
725,0.0019866891824774015,0.003893910797655706
750,0.01001602564102564,0.019631410256410253
775,0.010001909757598413,0.006214928616224176
800,0.028093638545263068,0.03139601934280377
825,0.011964607820107227,0.011373160470283309
850,0.045876240112491064,0.022715386735023213
875,0.03590864000470466,0.022850975156131423
900,0.07807648570404731,0.02748796723889559
925,0.09777049019307936,0.036054703899952016
950,0.1516465730893869,0.041684110664855334
975,0.20955081115618568,0.0652570006037268
1000,0.3564157718862518,0.09286547658415412
1025,0.4079497666331431,0.13204246594520425
1050,0.5104341139984404,0.12434730449978572
1075,0.5753017781943214,0.08698217117557377
1100,0.7674183361297846,0.17404417736619723
1125,0.8393300355581204,0.13466136602480072
1150,0.9878303846418032,0.18935889543965823
1175,1.1817574292261503,0.20072255564902114
1200,1.3659115237632753,0.1182784478361236
1225,1.5386827416823767,0.26984163887434376
1250,1.7204678665167168,0.15892286410032946
1275,1.892991946909748,0.24085231926195924
1300,2.043177763871051,0.17612373864469016
1325,2.171409378993802,0.239961504582029
1350,2.547477834226373,0.1492880875926743
1375,2.754305464104553,0.24661162859908792
1400,2.854148315278613,0.233041817992653
1425,3.164821203761028,0.2519063903980647
1450,3.3050071870433,0.2631943287052989
1475,3.557347082328975,0.28880388046801353
1500,3.6875810579886084,0.34391239490255887
1525,4.046293740735151,0.3565169525676515
1550,4.241934588311467,0.26166680364522604
1575,4.423071309303191,0.39340975405318224
1600,4.58698403667265,0.31203120581001015
