load,value,error
700,0.4525417420572354,0.003784072673930611
725,0.45789411570502336,0.003107112790713352
750,0.46345161997509415,0.0033102118583123413
775,0.46597265064068855,0.001450551341197895
800,0.47193826079146106,0.0033030090463582805
825,0.47640435628934785,0.0033073184135157733
850,0.4805947160319013,0.003627442603234594
875,0.48499504894000117,0.001648363623978565
900,0.48802966443372797,0.0027351299134146497
925,0.4918478053585941,0.001589564850444436
950,0.49665928486894206,0.0022164942332616724
975,0.4991138133655129,0.0034691548773291636
1000,0.5032279615237379,0.0031352256429603054
1025,0.5084152800856111,0.0019575233454911796
1050,0.5116371313631897,0.0016058554008136332
1075,0.512866609222877,0.003039856630832394
1100,0.5170191180945528,0.001922126152570654
1125,0.5212188565259379,0.0021443800567817442
1150,0.5249527287243557,0.0012980839773149722
1175,0.5277975033834301,0.0022879438596283374
1200,0.530419017919232,0.0030471253883679853
1225,0.5325223747914556,0.00169122718588203
1250,0.536286112710308,0.001931510371700243
1275,0.5378213909088873,0.003525332947974183
1300,0.5421872204843918,0.002017003582597469
1325,0.5438280968820137,0.002829689033384143
1350,0.5470183465109246,0.0023187875949256037
1375,0.5487323718578764,0.00162779497661355
1400,0.5509656642991093,0.0008086018022682729
1425,0.5546443800198417,0.0007001855786889634
1450,0.555205813388333,0.0017549603453975793
1475,0.559800277201854,0.0025352882578284926
1500,0.5609860758677157,0.0012377786003766216
1525,0.561311408047535,0.0014035043901175278
1550,0.5642183848547031,0.001559911668363802
1575,0.5661926626109995,0.0022395816488539155
1600,0.5684596051276544,0.0027883873164624732
