load,value,error
700,-14.449302347406132,0.38788539787091336
725,-13.835651585240639,0.11914840854171384
750,-13.849240525979692,0.11640321326220092
775,-12.942984601458459,0.1113933128628948
800,-12.955664130609028,0.16790559508599306
825,-12.247830098525952,0.13089571674691242
850,-11.984036936261397,0.1681683264545236
875,-12.568518632244071,0.15381011577437434
900,-11.882530395741613,0.20923429309150404
925,-11.742443956446815,0.20957663043049798
950,-11.768902852038357,0.09708390122133402
975,-11.454898374312013,0.042613001756826835
1000,-11.31693912944337,0.08904764681142566
1025,-11.347774936366612,0.09133477580072756
1050,-11.365100529881014,0.23542159299147003
1075,-11.135226263230392,0.1352464947751391
1100,-11.030178227527292,0.10411077787190035
1125,-10.540705977923075,0.1736756288960762
1150,-10.637352153875593,0.06416629456657277
1175,-10.432060601863073,0.24983121750485454
1200,-10.407011521100602,0.051277615786411816
1225,-10.227110287959096,0.05816610790652985
1250,-10.286768827322181,0.12200887698765181
1275,-10.032039112857944,0.1260414251738815
1300,-9.987354055803486,0.11130799788929105
1325,-9.943148153738605,0.08719374279867469
1350,-9.706798290749198,0.12572812648803275
1375,-9.70782819027613,0.13211259326200514
1400,-9.741580161016763,0.11175176602349954
1425,-9.953695338868688,0.11168077939317536
1450,-9.687958289424014,0.04495220869039086
1475,-9.545163831731024,0.12104951018432002
1500,-9.574240123443031,0.08916271504842933
1525,-9.500257290126168,0.12182238522943459
1550,-9.255007595514636,0.09284883039117464
1575,-9.282419284286327,0.055252170082996564
1600,-9.310082534614466,0.1124709092763863
