load,value,error
700,0.55710143286206,0.009123056744477965
725,0.5699102860045858,0.008990808005409853
750,0.5864786487009462,0.0094500336662633
775,0.5912264330244001,0.0063551210295583185
800,0.6070562291153532,0.0065272802664457855
825,0.6244019910285381,0.0046333537156947255
850,0.6264441749038516,0.00799834329364083
875,0.6355720221765329,0.0036592027372679245
900,0.6512338339555247,0.006564476382412904
925,0.6597509692043815,0.006915561413271026
950,0.664472434801023,0.005186163359672544
975,0.6742092646809308,0.009264720463878896
1000,0.6841986939821302,0.005596536424168367
1025,0.6862044197838335,0.000843767512664143
1050,0.6934916252764081,0.006171103427502345
1075,0.7041817540070081,0.009156225504717395
1100,0.7099473425415256,0.0044983072627908325
1125,0.7132842339158948,0.005282511909237513
1150,0.7218531408023015,0.0037702160549263264
1175,0.7279968074209772,0.005514641174905076
1200,0.7287572493284102,0.005975611095135976
1225,0.737822434024275,0.005230183005770193
1250,0.744009994651481,0.007360508455542665
1275,0.7526014880455316,0.0008076416036480839
1300,0.7540242203675599,0.0036829182876581086
1325,0.7507547013411741,0.007926047234926256
1350,0.7586275029151498,0.004829553132751118
1375,0.7639552121013151,0.0033167432315323216
1400,0.7662447502581883,0.004678721409488428
1425,0.7706135872577274,0.003820713056104277
1450,0.7686886600984849,0.006968933397220118
1475,0.7740301980933074,0.005847820296096339
1500,0.7766918990693353,0.006464310121769693
1525,0.7834177736290554,0.00372327190923075
1550,0.7800523491186354,0.005455800721820196
1575,0.7895103372901854,0.00337851833333412
1600,0.786333077812795,0.004902163280039714
