load,value,error
700,0.39487320295550954,0.005192963253459253
725,0.3995930151679604,0.002184510269012045
750,0.40465338349443963,0.004846248654551313
775,0.4072952475775045,0.00306646754762949
800,0.4149547658445602,0.0029087424195839346
825,0.4193681803241686,0.0025315372241726778
850,0.4245106646688727,0.0018025016342560053
875,0.42653165996172254,0.0036042768298381613
900,0.43385394132807387,0.004030781414265185
925,0.43693630761334745,0.0035143634368239736
950,0.441462114219272,0.005791859695014883
975,0.44715766175571936,0.0044672455992961525
1000,0.4498098139875051,0.0042789236765329065
1025,0.45327303673313885,0.00296456520482757
1050,0.45591475349629274,0.0022296183447456093
1075,0.4611998046018928,0.003852457046419366
1100,0.4664575732340879,0.0020912674209025914
1125,0.469133441265052,0.004123957605371169
1150,0.4725861715518419,0.0034088563371752092
1175,0.47941479838642503,0.002750622008565647
1200,0.4783364841515221,0.0030038938803957768
1225,0.4822414754538344,0.00232510833739339
1250,0.48597797484013705,0.0025814975991071774
1275,0.4870978569519641,0.005463786299872254
1300,0.49136523216239036,0.004263745247543103
1325,0.49399871128874445,0.004332982598268515
1350,0.499086757772096,0.0024820291968678065
1375,0.5022981801114184,0.002975181331808764
1400,0.5050242213348844,0.001875276243528428
1425,0.5061306840526347,0.0033455910380322937
1450,0.5107467047452131,0.0026604863443060608
1475,0.5103192354699824,0.0027378229149162153
1500,0.5134975164272635,0.002831866170067604
1525,0.5165030257043169,0.0032431145838867333
1550,0.5173952305001799,0.0034361224577121553
1575,0.5229215610108457,0.0032259579251782675
1600,0.5240381001410471,0.004357728740981121
