load,value,error
700,0.45130917499070733,0.0025176976529869394
725,0.4574857145643293,0.0033048831329592454
750,0.4631897192888256,0.0043230467457430885
775,0.4673028286190174,0.002962869710656703
800,0.470820219696974,0.0027886228758406944
825,0.4767848629681243,0.003617097183735532
850,0.4813146825470184,0.002100269510981404
875,0.48314577344683746,0.0026104610636524567
900,0.4878846371933533,0.0028746787537378654
925,0.49067377006043456,0.003651757504348282
950,0.49571681858273264,0.00267789261678931
975,0.5009347488645796,0.001751653503223591
1000,0.500491884828044,0.0038619703617542513
1025,0.506123132075922,0.0026027325825115476
1050,0.5097270045832045,0.0013046821282273013
1075,0.5135062848204047,0.0018921598854875986
1100,0.5164200005414668,0.0025515922257167167
1125,0.5200895159479322,0.0015204045127661088
1150,0.5240571219763906,0.0016331530942520222
1175,0.5252161657363013,0.0016609238405610291
1200,0.5296432476304722,0.0027759712308317737
1225,0.5338247972493406,0.0024380017250054103
1250,0.5350147329067909,0.002782969398808791
1275,0.5378050528821726,0.0023400690407410483
1300,0.5409941525422047,0.0034707381519316623
1325,0.5433387195834186,0.003567455615649121
1350,0.5464568263143958,0.001988813577873477
1375,0.5487575541019261,0.0024411120670090164
1400,0.5508941128816066,0.002237016321849232
1425,0.5529624759968323,0.0030728791984480004
1450,0.5556797076400019,0.0023814551940283136
1475,0.5560379296575028,0.002981577535991911
1500,0.5593077060460532,0.0022605013431343897
1525,0.5610294421291278,0.004495119248441646
1550,0.565170099741543,0.0029450721804517082
1575,0.5667506557152314,0.0008591936757854064
1600,0.5684757136856007,0.0033742725531446596
