load,value,error
700,0.0004257986305002045,0.0005463779225851478
725,0.0004257986305002045,0.0005463779225851478
750,0.0004257986305002045,0.0005463779225851478
775,0.002551233281886413,0.0040816069339587625
800,0.0004257986305002045,0.0005463779225851478
825,0.0004257986305002045,0.0005463779225851478
850,0.0004257986305002045,0.0005463779225851478
875,0.0004257986305002045,0.0005463779225851478
900,0.0004257986305002045,0.0005463779225851478
925,0.0004257986305002045,0.0005463779225851478
950,0.0004257986305002045,0.0005463779225851478
975,0.0004257986305002045,0.0005463779225851478
1000,0.0004257986305002045,0.0005463779225851478
1025,0.004579278000168175,0.008039298235335259
1050,0.011898917450889845,0.016599359799749944
1075,0.03401140879941719,0.030097059977262274
1100,0.07934051782495541,0.08203525768415493
1125,0.08671809096934191,0.08961679194530736
1150,0.2163133790172021,0.1374883648771193
1175,0.3025484132415161,0.1856753471178314
1200,0.44694795266137066,0.20278784953810503
1225,0.7306724876527626,0.3021897122630474
1250,0.8982097805268098,0.28314304807916263
1275,1.1791761893849517,0.3816834640423215
1300,1.4454712366790816,0.3737626222508773
1325,1.8486487201458648,0.4262339326571696
1350,2.1561395201486286,0.46441640763255954
1375,2.509416123717088,0.4624597119734733
1400,3.04025800778688,0.5496606229558435
1425,3.3754038734898195,0.5701903338278861
1450,3.7021543221028392,0.5370156973100757
1475,4.102039737346445,0.7104886889134903
1500,4.564954938567983,0.5772398568918338
1525,5.126669304375206,0.6229190463528954
1550,5.386419603846345,0.5855494532778357
1575,5.999754268569426,0.5259441481019743
1600,6.426182607189157,0.6766995549516791
